Mozilla_TCs\TC1.html,Mozilla_TCs\TC10.html,0.6315789
Mozilla_TCs\TC1.html,Mozilla_TCs\TC100.html,0.73939395
Mozilla_TCs\TC1.html,Mozilla_TCs\TC101.html,0.7218543
Mozilla_TCs\TC1.html,Mozilla_TCs\TC102.html,0.7388535
Mozilla_TCs\TC1.html,Mozilla_TCs\TC103.html,0.74594593
Mozilla_TCs\TC1.html,Mozilla_TCs\TC104.html,0.7152778
Mozilla_TCs\TC1.html,Mozilla_TCs\TC105.html,0.7248322
Mozilla_TCs\TC1.html,Mozilla_TCs\TC106.html,0.7484276
Mozilla_TCs\TC1.html,Mozilla_TCs\TC107.html,0.7586207
Mozilla_TCs\TC1.html,Mozilla_TCs\TC108.html,0.76666665
Mozilla_TCs\TC1.html,Mozilla_TCs\TC109.html,0.75581396
Mozilla_TCs\TC1.html,Mozilla_TCs\TC11.html,0.5793651
Mozilla_TCs\TC1.html,Mozilla_TCs\TC110.html,0.6484375
Mozilla_TCs\TC1.html,Mozilla_TCs\TC111.html,0.7328767
Mozilla_TCs\TC1.html,Mozilla_TCs\TC112.html,0.75735295
Mozilla_TCs\TC1.html,Mozilla_TCs\TC113.html,0.7642857
Mozilla_TCs\TC1.html,Mozilla_TCs\TC114.html,0.7569444
Mozilla_TCs\TC1.html,Mozilla_TCs\TC115.html,0.7708333
Mozilla_TCs\TC1.html,Mozilla_TCs\TC116.html,0.74829936
Mozilla_TCs\TC1.html,Mozilla_TCs\TC117.html,0.7463768
Mozilla_TCs\TC1.html,Mozilla_TCs\TC118.html,0.8050314
Mozilla_TCs\TC1.html,Mozilla_TCs\TC119.html,0.76258993
Mozilla_TCs\TC1.html,Mozilla_TCs\TC12.html,0.6917808
Mozilla_TCs\TC1.html,Mozilla_TCs\TC120.html,0.7743902
Mozilla_TCs\TC1.html,Mozilla_TCs\TC121.html,0.7826087
Mozilla_TCs\TC1.html,Mozilla_TCs\TC122.html,0.7785235
Mozilla_TCs\TC1.html,Mozilla_TCs\TC123.html,0.7862069
Mozilla_TCs\TC1.html,Mozilla_TCs\TC124.html,0.78571427
Mozilla_TCs\TC1.html,Mozilla_TCs\TC125.html,0.78181815
Mozilla_TCs\TC1.html,Mozilla_TCs\TC126.html,0.85863876
Mozilla_TCs\TC1.html,Mozilla_TCs\TC127.html,0.7692308
Mozilla_TCs\TC1.html,Mozilla_TCs\TC128.html,0.79761904
Mozilla_TCs\TC1.html,Mozilla_TCs\TC129.html,0.77922076
Mozilla_TCs\TC1.html,Mozilla_TCs\TC13.html,0.54385966
Mozilla_TCs\TC1.html,Mozilla_TCs\TC130.html,0.7631579
Mozilla_TCs\TC1.html,Mozilla_TCs\TC131.html,0.75892854
Mozilla_TCs\TC1.html,Mozilla_TCs\TC132.html,0.7470588
Mozilla_TCs\TC1.html,Mozilla_TCs\TC133.html,0.75
Mozilla_TCs\TC1.html,Mozilla_TCs\TC134.html,0.74404764
Mozilla_TCs\TC1.html,Mozilla_TCs\TC135.html,0.7324841
Mozilla_TCs\TC1.html,Mozilla_TCs\TC136.html,0.73913044
Mozilla_TCs\TC1.html,Mozilla_TCs\TC137.html,0.7364865
Mozilla_TCs\TC1.html,Mozilla_TCs\TC138.html,0.74172187
Mozilla_TCs\TC1.html,Mozilla_TCs\TC139.html,0.74375
Mozilla_TCs\TC1.html,Mozilla_TCs\TC14.html,0.6504065
Mozilla_TCs\TC1.html,Mozilla_TCs\TC140.html,0.7688172
Mozilla_TCs\TC1.html,Mozilla_TCs\TC141.html,0.75342464
Mozilla_TCs\TC1.html,Mozilla_TCs\TC142.html,0.7419355
Mozilla_TCs\TC1.html,Mozilla_TCs\TC143.html,0.75342464
Mozilla_TCs\TC1.html,Mozilla_TCs\TC144.html,0.7675676
Mozilla_TCs\TC1.html,Mozilla_TCs\TC145.html,0.76
Mozilla_TCs\TC1.html,Mozilla_TCs\TC146.html,0.7679558
Mozilla_TCs\TC1.html,Mozilla_TCs\TC147.html,0.7643678
Mozilla_TCs\TC1.html,Mozilla_TCs\TC148.html,0.75144506
Mozilla_TCs\TC1.html,Mozilla_TCs\TC149.html,0.75595236
Mozilla_TCs\TC1.html,Mozilla_TCs\TC15.html,0.6048387
Mozilla_TCs\TC1.html,Mozilla_TCs\TC150.html,0.74375
Mozilla_TCs\TC1.html,Mozilla_TCs\TC151.html,0.7565789
Mozilla_TCs\TC1.html,Mozilla_TCs\TC152.html,0.85915494
Mozilla_TCs\TC1.html,Mozilla_TCs\TC153.html,0.7880435
Mozilla_TCs\TC1.html,Mozilla_TCs\TC154.html,0.87659574
Mozilla_TCs\TC1.html,Mozilla_TCs\TC155.html,0.82142854
Mozilla_TCs\TC1.html,Mozilla_TCs\TC156.html,0.8153153
Mozilla_TCs\TC1.html,Mozilla_TCs\TC157.html,0.7536232
Mozilla_TCs\TC1.html,Mozilla_TCs\TC158.html,0.7266187
Mozilla_TCs\TC1.html,Mozilla_TCs\TC159.html,0.70967746
Mozilla_TCs\TC1.html,Mozilla_TCs\TC16.html,0.5086207
Mozilla_TCs\TC1.html,Mozilla_TCs\TC160.html,0.7518797
Mozilla_TCs\TC1.html,Mozilla_TCs\TC161.html,0.7753623
Mozilla_TCs\TC1.html,Mozilla_TCs\TC162.html,0.704
Mozilla_TCs\TC1.html,Mozilla_TCs\TC163.html,0.72932327
Mozilla_TCs\TC1.html,Mozilla_TCs\TC164.html,0.72357726
Mozilla_TCs\TC1.html,Mozilla_TCs\TC165.html,0.7073171
Mozilla_TCs\TC1.html,Mozilla_TCs\TC166.html,0.7083334
Mozilla_TCs\TC1.html,Mozilla_TCs\TC167.html,0.7718121
Mozilla_TCs\TC1.html,Mozilla_TCs\TC168.html,0.7073171
Mozilla_TCs\TC1.html,Mozilla_TCs\TC169.html,0.7251909
Mozilla_TCs\TC1.html,Mozilla_TCs\TC17.html,0.7642276
Mozilla_TCs\TC1.html,Mozilla_TCs\TC170.html,0.72950816
Mozilla_TCs\TC1.html,Mozilla_TCs\TC171.html,0.7355372
Mozilla_TCs\TC1.html,Mozilla_TCs\TC172.html,0.72131145
Mozilla_TCs\TC1.html,Mozilla_TCs\TC173.html,0.7542373
Mozilla_TCs\TC1.html,Mozilla_TCs\TC174.html,0.740458
Mozilla_TCs\TC1.html,Mozilla_TCs\TC175.html,0.7518797
Mozilla_TCs\TC1.html,Mozilla_TCs\TC176.html,0.7348485
Mozilla_TCs\TC1.html,Mozilla_TCs\TC177.html,0.75757575
Mozilla_TCs\TC1.html,Mozilla_TCs\TC178.html,0.7297298
Mozilla_TCs\TC1.html,Mozilla_TCs\TC179.html,0.78832114
Mozilla_TCs\TC1.html,Mozilla_TCs\TC18.html,0.7906977
Mozilla_TCs\TC1.html,Mozilla_TCs\TC180.html,0.68799996
